Ob,X500.Level,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,WAB,YEAR,NCAA,Power.Rating,Adjusted.Tempo,W.P
1104,YES,103.9,99.5,51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,47.8,48,39.2,34.7,-3.2,2016,NO,LARGE,68.5,0.511042935
1105,NO,102.1,98.7,47.7,53.1,22.4,22.7,32.8,30.1,33.7,29.6,49.5,55,30,34.1,-4.1,2021,NO,MEDIUM,65,0.343254213
1106,NO,96,102.9,44.4,47.8,20.7,18.5,33.6,32.8,41.5,34.3,44.9,45.3,28.6,35.7,-13.5,2013,NO,MEDIUM,66.9,0.283967043
1107,NO,102,109,50.2,51.3,19.3,17,34.4,30.1,29,34.3,49.5,51.6,34.4,33.8,-10,2016,NO,MEDIUM,66.8,0.431887892
1108,NO,97.6,108,48,54.6,20.5,21.2,31.9,29.3,32.9,37.8,45.2,55.6,35.5,35.3,-13.5,2018,NO,SMALL,67.3,0.338607864
1109,YES,106.1,104.8,50.5,50.6,17.5,17,34.6,24.3,37,27.1,48.7,51.6,36.8,32.6,-6,2018,NO,MEDIUM,67.4,0.548054668
1110,YES,105.4,106.5,53,50.5,18.1,17.8,28.3,30.6,34.9,39.8,50.4,50.1,38.3,34.1,-5.1,2016,NO,MEDIUM,70.2,0.634062203
1111,YES,95.8,99,46.8,48.3,20.9,23.3,35.7,31.1,34.5,34.8,45.9,47.8,32.5,33,-7.2,2013,NO,MEDIUM,63.2,0.555826324
1112,NO,99.3,102.1,52.2,53.1,18.5,19,16.6,25.6,29.8,23.9,49.7,54.1,37.2,34.4,-8.1,2021,NO,MEDIUM,66.2,0.413618919
1113,YES,102.8,109.4,51.8,52.8,16.1,13.9,22.5,25.7,33.5,25.9,53.8,55.8,32.8,31.6,-8.4,2021,NO,MEDIUM,74,0.514017943
1114,YES,106.7,93.9,47.4,43.9,18.2,17.3,33.8,32.5,36.1,28.6,47.9,44.3,31,28.5,0.2,2014,YES,LARGE,60,0.343823448
1115,NO,95.2,111.9,49.1,54.5,20.7,18.2,20,29.1,29.4,30.4,49.2,52.2,32.6,38.4,-15.9,2017,NO,SMALL,71,0.286268501
1116,YES,112.6,101,52.5,51,18.6,19.1,31.8,32.3,34.9,27.5,49.9,49.5,37.9,35.8,-1.8,2017,NO,LARGE,72.8,0.538099327
1117,NO,101.5,102.2,47.8,52.7,16.9,23,22.2,31.2,34.2,29.6,46.3,54,33.4,34,-9.1,2020,NO,MEDIUM,68.6,0.279488272
1118,YES,102.1,102.2,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51,38.2,35,-4.9,2018,NO,MEDIUM,69.3,0.712596134
1119,NO,94.1,108.4,48.9,53.5,22.2,20.1,26.6,34.2,34.1,31.9,48.8,53.1,32.8,36,-13.8,2015,NO,SMALL,62.3,0.233367211
1120,YES,109.5,100.9,51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,51,46.1,34.4,33.9,-0.7,2016,NO,LARGE,71.3,0.542209331
1121,YES,109.8,94.9,51.2,46,15.7,22.8,33.5,29.9,41.7,38.6,52.2,45.6,33,31.5,0,2014,NO,LARGE,71.1,0.735991154
1122,NO,97.6,107,48.1,51.5,19.2,20.4,29,30.1,38.5,39.7,47.7,51.1,32.5,34.7,-14.6,2017,NO,SMALL,69.7,0.373108159
1123,NO,97.9,110.8,53.1,53,21.3,18.1,21,29.5,25.5,43.6,52,52.1,36.1,36.4,-14,2016,NO,SMALL,63.9,0.188030443
1124,NO,99.7,106.1,51.3,53.6,19.3,17.8,23.2,24.1,28.3,28.6,53.1,53.6,32.3,35.7,-10.8,2019,NO,MEDIUM,67.8,0.28622645
1125,NO,100.8,114.7,49.1,56.8,18.7,19.6,27.4,33.7,32.7,30.4,47.9,57.4,33.4,37.3,-14.9,2018,NO,SMALL,78.9,0.286288405
1126,YES,106.6,98,54.6,50.7,16.6,23,23.5,28.4,31.6,26.8,57,53.6,34.5,31.2,-0.7,2020,NO,LARGE,68.2,0.777030986
1127,NO,104.8,106.8,49.7,50.8,17.6,18.4,33,28.9,35.4,36.4,47.8,51,35,33.5,-11,2018,NO,MEDIUM,67.3,0.33426398
1128,NO,98.8,102.1,49.2,49.9,20.3,21.2,30.9,28.5,35.7,42.7,47.9,47.8,34.6,35.4,-9.1,2015,NO,MEDIUM,63.6,0.131104125
1129,YES,108.5,99.6,48.7,50.4,17.2,18.5,29.8,29.4,34,38.2,46.9,52.5,34.6,31.4,-1.6,2021,NO,LARGE,65.1,0.56898292
1130,NO,101.3,108.1,46.1,53.1,19,16.6,30.4,28.1,39.2,49.9,44.8,51.4,32.6,37.8,-18.3,2014,NO,MEDIUM,66.4,0.01475189
1131,YES,110,94.8,49.1,47.5,15.8,19.9,30.7,34,33.1,24.6,48.9,46.9,33.3,32.4,3.3,2013,YES,LARGE,69.6,0.616008492
1132,NO,94.9,102.4,46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,46.5,51.7,30.7,35.3,-15.7,2017,NO,SMALL,67.2,0.281585777
1133,YES,98,108.3,49.9,49.9,22.7,17.5,34.8,26.9,33.5,31.4,51.3,50.9,31.5,32,-10.9,2019,NO,SMALL,66.4,0.506995665
1134,NO,99,114.4,50.5,52.9,18.2,16.7,22.3,32.9,31.6,35.1,47.9,52.5,36.5,35.7,-19.4,2016,NO,SMALL,70.5,0.092454268
1135,YES,104.7,111.8,52.8,50.7,19.4,15.7,29.8,29.3,37.3,27,48.5,50.1,37.7,34.5,-10.8,2019,NO,MEDIUM,68.1,0.496942904
1136,YES,110.9,91.2,50.7,45.3,16.7,20.6,30.7,25.9,36.7,35.2,49.6,44.4,35.2,31.2,0.8,2020,YES,LARGE,69.3,0.589809596
1137,YES,100.2,89.2,49.7,41.2,22.3,20.2,30,29.4,39.9,35,50,40.7,32.9,28,0,2020,NO,LARGE,73,0.474992384
1138,NO,99.6,99.5,49.7,46.9,20.3,19.6,28.1,30.2,34.6,44.5,53.3,44.5,29.7,34.5,-10.1,2017,NO,MEDIUM,73.6,0.427223024
1139,NO,99.5,109.5,47.8,49,20.9,15.2,30,33.1,41.9,34.1,47,48.1,32.9,34.2,-15.4,2015,NO,SMALL,68.8,0.141634441
1140,YES,106.2,105.6,50.9,48.7,17.6,16.2,27.8,27.7,36.7,26.5,47.9,46.6,36.8,34.9,-8.9,2020,NO,MEDIUM,67.9,0.458161319
1141,NO,96.8,108.1,49.3,50.1,16.7,17.6,26.3,31.2,34.9,37.9,49.2,50.9,33.1,32.5,-12.9,2016,NO,SMALL,69.3,0.226372968
1142,NO,96.1,104.4,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,-14.2,2020,NO,SMALL,69.4,0.221054793
1143,NO,99.1,111.3,45.4,52.6,18.4,16,34.1,30.4,33.4,29.3,46.2,49.3,28.9,38.3,-10.8,2021,NO,SMALL,65.9,0.216164791
1144,NO,100.8,106.6,48.5,49.4,20.4,18.2,33.2,33.7,42.9,37.5,49.1,49,31.3,33.5,-8.8,2014,NO,MEDIUM,66.7,0.421556174
1145,NO,94.1,110.8,48.4,51.6,22.1,19.7,29.1,30.7,42.4,45,47,50.8,34,35.5,-14,2019,NO,SMALL,67.1,0.380378917
1146,YES,107.8,103.4,53.9,49.3,17.9,17.4,33.8,29.6,33.8,35.9,55.4,51,33.7,31,-1.7,2017,NO,LARGE,67.2,0.799092485
1147,YES,97.3,100.1,46.2,44.3,18.1,18.9,34.4,31.7,37,44.2,44.9,43.9,33.1,30.1,-7.6,2014,NO,MEDIUM,68.3,0.499327228
1148,YES,100.7,99.9,50.2,48.4,19.2,19.3,33.4,26.2,30.4,32.4,51.3,47.3,31.8,33.3,-6.7,2018,NO,MEDIUM,67.2,0.518748616
1149,NO,101.6,116.7,49.1,56.7,18.2,17.2,27,31.4,31.1,37.5,48.5,54.1,33.3,40.6,-18,2018,NO,SMALL,73.8,0.091458773
1150,YES,102.1,111.5,52.4,50.7,17.9,14.5,30.2,30.2,31.9,29.9,52.8,51.2,34.6,33.2,-10.5,2017,NO,SMALL,69.6,0.440147942
1151,NO,94.7,107.2,47.9,51.5,20.2,18.6,28.8,28.6,33.7,29.4,48.6,54.3,30.9,31.3,-13,2021,NO,SMALL,68.9,0.268485475
1152,NO,91,108.9,44.1,54,19.8,18.5,28.5,29.6,35.7,31.9,44.6,55.3,28.8,34.7,-19.2,2016,NO,SMALL,71.9,0.061666625
1153,YES,112.2,94.2,52.7,49.6,19.1,22.1,29.5,32.3,41.1,33.4,51.8,45.5,36.2,38.2,1.7,2017,YES,LARGE,67.2,0.524725397
1154,YES,117.2,96.2,49.9,46,18.1,16.1,42,29.7,51.8,36.8,50,44.9,33.2,32.2,3.9,2014,YES,LARGE,65.9,0.599275637
1155,YES,106.3,107.4,53.9,50,19.4,17.4,28.6,26.2,41.5,35.7,50.9,49.7,38.9,33.9,-6.2,2017,NO,MEDIUM,73.9,0.677450894
1156,YES,107.8,106.8,52.6,52.8,17.6,20.5,33.5,28.6,42.1,36.8,52,50.5,35.8,37.1,-3.4,2018,NO,MEDIUM,74.9,0.575932364
1157,NO,95.3,110.7,49.6,55,20.2,17.4,20.7,30.7,30.8,28.3,50.6,57.1,32.4,34.8,-17.6,2020,NO,SMALL,73.9,0.153477911
1158,YES,94.2,101.7,47,47.2,20.9,21.6,30.7,28.8,33.3,40.5,47.3,47.8,31,30.9,-11.5,2020,NO,SMALL,67.2,0.518329412
1159,YES,118.3,91.3,52.9,47.5,15.7,19.2,33.5,27.7,40.9,33.5,52.9,48.3,35.3,30.6,9,2017,YES,LARGE,73.7,0.788403275
1160,YES,96.6,103.4,46.5,51.7,18.9,23.3,24.9,33.6,32.5,36.3,46.2,53.7,31.3,32.1,-11.4,2020,NO,MEDIUM,74.4,0.471894698
1161,YES,105.8,93.5,47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,47.8,48.1,32,31.5,1.4,2021,YES,LARGE,68.7,0.499252825
1162,YES,118,93.8,57.8,45.3,17.5,15.3,33.1,21.9,27.8,26.6,56.9,45.4,39.4,30,3.9,2017,YES,LARGE,61.2,0.727231024
1163,NO,105.4,106.2,51.5,50.5,18.8,17.2,27.5,30,34.5,34.6,50.9,49.8,35,34.5,-8.7,2018,NO,MEDIUM,70.3,0.415424346
1164,YES,107.9,95.2,51.4,46.3,20.1,20.2,30.5,29.1,31.3,35.4,51.8,43.4,33.9,34.1,0.2,2021,YES,LARGE,69.5,0.57820255
1165,YES,110.2,106.2,53,49.9,14.9,16.6,28.7,27,32,29.5,50.5,48.9,38.3,34.4,-3.9,2018,NO,LARGE,67.9,0.529563599
1166,NO,106.4,98.3,49.3,49.3,20,18.5,32.7,32.5,34.2,27,51,49.1,30.8,33.1,-4.4,2019,NO,LARGE,69,0.350667821
1167,YES,102.9,112.1,54.9,51.5,22.7,17.6,30.1,31.7,35.7,29.6,54.3,48.7,37.3,37.3,-12.3,2020,NO,SMALL,68.8,0.415103264
1168,YES,102.7,93.4,50.5,45.6,18.4,18.8,27.1,23.4,35.3,26.4,49.7,46.4,34.6,29.6,-1.7,2021,NO,LARGE,69.6,0.708738409
1169,YES,107.6,106,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37,-4.4,2018,NO,MEDIUM,67.4,0.43165517
1170,YES,110,93.2,48.5,46.7,16,18.6,32.9,29.5,39.5,35.7,48.9,44.4,31.9,34.3,0.1,2016,YES,LARGE,69.9,0.50135031
1171,NO,97.1,108.7,49.4,53.2,18.7,16.9,23.5,26.6,34.6,30.4,48.7,51.1,33.7,38.4,-13,2021,NO,SMALL,67.5,0.241561745
1172,NO,105.7,103.2,52.5,49.2,18.2,15.8,24.9,26.8,35.1,33.7,50,47.7,38,34.5,-9.2,2017,NO,MEDIUM,68.1,0.411017207
1173,YES,107.1,100.3,52.2,45.5,18.2,20.1,33.1,27.8,46,40.2,49.7,44,39,32.5,-4.1,2014,NO,LARGE,64,0.489139985
1174,NO,90.8,100.7,46.2,45.7,25,21.4,33.5,34.6,43.4,40.1,47.4,44.8,28.9,31.4,-11.6,2015,NO,SMALL,63.1,0.213200464
1175,NO,104.2,115.6,49.3,57.9,17.2,19.7,28,35.4,32.8,40.9,47.8,57.7,33.9,38.9,-14.5,2017,NO,SMALL,81.7,0.335295189
1176,NO,89.2,119,43,54,18.2,17.6,23.5,35.9,22.9,36.1,42.2,55.5,29.4,34.1,-22.2,2020,NO,SMALL,77.4,0.023070294
1177,YES,104.6,89.7,50.9,45.8,20.6,23.5,28.3,31.3,34,35.4,51.7,45.9,32.9,30.5,1.3,2021,YES,LARGE,70,0.659979634
1178,YES,103.1,97,48.8,47.5,21,21.9,34.9,33.5,32.9,35.7,47.1,46,35.6,33.5,-5.1,2013,NO,LARGE,61.2,0.245876077
1179,YES,118.9,102.5,54.8,49.4,13.5,18,26.7,29.3,36.3,30.1,52.1,50.7,39.2,31.7,2.5,2018,YES,LARGE,70.7,0.747721494
1180,YES,102.3,102.4,48.4,50.6,19.6,20.6,38.5,25.7,26.9,42.3,47.6,49.4,33.8,34.9,-6.2,2021,NO,MEDIUM,63.8,0.561896177
1181,NO,96.5,103.9,47,49.2,19.7,16.5,30.3,31.3,35.5,38.2,47,48.8,31.4,33.3,-10.2,2014,NO,SMALL,63.4,0.300116934
1182,YES,99.8,103.8,53.4,51,19.4,21.8,21.3,31.6,34.4,33,51.8,50.9,37.4,34.2,-10.1,2015,NO,MEDIUM,57.2,0.47971631
1183,YES,102.6,89.7,47.9,45.7,19.9,22.6,32,32.9,33.9,32.7,47.1,45.2,33,31.3,-1.5,2013,NO,LARGE,61.7,0.507897231
1184,YES,112.9,93.1,50.9,46.7,17.5,16.1,29.1,25.9,34.9,32,50.6,46,34.2,32,2.3,2019,YES,LARGE,68.6,0.57586695
1185,NO,95.2,104.8,44.9,48.4,19.6,18.2,31.3,31,39.8,35.6,42.8,49.8,32.4,30.4,-13.7,2015,NO,SMALL,67.5,0.310984009
1186,YES,93.6,107.9,49,51.9,19.2,17.8,25.9,29.7,30,28.4,48.8,53.3,33,33,-13.1,2018,NO,SMALL,69.7,0.260787044
1187,YES,107.9,95.3,50.5,46.9,19.2,19.4,34.1,28.1,38.1,36.4,49.6,47.1,35.1,31,-0.4,2015,NO,LARGE,64.2,0.631853541
1188,NO,98.1,105.2,48,50.8,20.5,16.6,28.8,30.2,46,31.5,45,49.6,34.9,35.9,-11.9,2015,NO,MEDIUM,63.2,0.202315482
1189,NO,100.4,105.4,46.6,50.6,18.1,19.5,29.7,33,40.3,38.3,43.9,47.5,34.7,38.2,-12.2,2014,NO,MEDIUM,66.3,0.33187936
1190,YES,100.2,103.5,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,-9.2,2020,NO,MEDIUM,66.1,0.562377889
1191,YES,100.4,102.2,50.4,48.5,20.3,22,29.3,32.7,30,39.5,49.1,50.3,34.8,30.3,-4.4,2021,NO,MEDIUM,71,0.600791958
1192,YES,106.7,95.8,51.1,46.2,18.4,17.6,37.4,26.8,30.4,29.5,51.1,48,34,28.3,-3.5,2021,NO,LARGE,73.5,0.518186835
1193,NO,109,100.7,50.3,50.1,17.4,19.7,31.8,28.1,32.6,39.7,49.4,47.5,34.7,36.7,-5.5,2016,NO,LARGE,68.2,0.353839656
1194,YES,99.4,90.6,47.4,46,19.3,18.8,27.7,30.8,35.8,27.4,46.9,43.9,32.5,33.1,-2.1,2017,NO,LARGE,69.2,0.455448636
1195,YES,103.6,91.9,49.5,44.6,20.4,18.1,30.6,27.9,35.4,28,48.1,43.1,35,31.3,1.8,2020,YES,LARGE,69.1,0.640055071
1196,YES,105.5,104.1,52.4,49.7,18.8,17,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,-4.9,2017,NO,MEDIUM,69.3,0.626499439
1197,YES,111.8,98.2,54.1,48.9,17.8,19.1,37,22.5,34.6,32.5,56.7,48,34,33.5,1.4,2019,YES,LARGE,67.1,0.77399246
1198,YES,103.9,102.7,54.7,49.6,19.3,19.5,27.6,26.1,26.1,31.4,54.6,50.1,36.6,32.6,-10.4,2021,NO,MEDIUM,66.3,0.504485661
1199,NO,98.1,92.6,43.5,45.4,18.5,20.2,29.2,34.9,37.3,47.1,39.9,46.7,33.7,28.1,-8.8,2013,NO,LARGE,62.2,0.199529537
1200,YES,111.5,102.2,50.9,50.3,17.4,17.2,33,28.3,37.5,33.9,49.9,47.3,35.1,36.8,-3.8,2017,NO,LARGE,69.3,0.507282752
1201,YES,113.2,101.7,49.1,50,15.7,17.4,34.3,31.6,34.8,37.8,48.6,49,33.6,34.9,-1.5,2015,NO,LARGE,60.9,0.245067277
1202,YES,118.7,102.3,58.7,49.2,15.4,15.1,28.9,22.8,30.4,24.8,57.1,49.5,41,32.3,1.3,2018,YES,LARGE,64.6,0.812840326
1203,NO,103.8,94.1,50.3,50.2,17.2,17.9,19.9,25.8,26.8,33.7,49.1,50.5,34.6,33.2,-2.9,2021,NO,LARGE,68.6,0.316477274
1204,YES,104.5,88.3,46.2,43.3,19.4,20.3,38.7,29.8,35.5,32.7,45.5,42.3,31.6,30.4,1.7,2013,YES,LARGE,65.5,0.617705548
1205,NO,100.1,111.4,49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,51.1,49.5,31,38.5,-13.8,2017,NO,SMALL,67,0.420397476
1206,YES,103.3,108.7,50.5,50.8,18.2,17,29.5,29.4,35.6,30,49.8,50.8,34.4,33.8,-9,2016,NO,MEDIUM,67.5,0.501650417
1207,YES,107.6,98.3,50.4,47.6,17.5,18.8,30.6,26.3,37.6,39.6,48.3,46.6,36.5,33.3,-5.9,2016,NO,LARGE,65.7,0.436215529
1208,YES,119.2,95.6,54.2,47.1,19.1,16.4,37.3,28.8,48.3,45.5,55.5,44.3,34,35.5,6.9,2014,YES,LARGE,68.2,0.55517181
1209,NO,97.3,107.5,45.3,51,16.5,19.1,30.7,33,24.5,36.6,44.5,49.5,31.2,35.8,-16.6,2013,NO,SMALL,61.1,0.260227428
1210,NO,96.1,119.2,46.7,56.5,18.5,18.9,29.4,32.8,35.9,33.6,45.7,57.8,32.7,36.3,-17.3,2018,NO,SMALL,71.9,0.277297695
1211,NO,91.3,104.2,48,47.2,22,20.7,29.8,26.7,40.5,40.8,47.8,46.2,32.3,33,-8.5,2021,NO,SMALL,70.7,0.355786084
1212,YES,114.2,102.7,54.5,52.7,16.6,19.6,29.2,31.6,32.5,32.7,56.3,52.6,34.6,35.3,-1.9,2018,NO,LARGE,69.5,0.401354306
1213,YES,116.3,92.6,53.2,44.9,17.5,16.5,33.5,27,32.7,39,50.8,43.8,38.5,31.5,3,2015,YES,LARGE,63.9,0.571637261
1214,NO,102.5,103.4,50.4,47.2,23.7,17.1,35.1,32.5,38.5,36.8,50,46.1,34.2,33.2,-13.6,2013,NO,MEDIUM,65.4,0.271950354
1215,YES,101.8,95.4,49.1,48.4,22.6,21.9,36.3,26.8,48.1,43.1,48.5,48.2,33.3,32.5,-4.5,2019,NO,LARGE,68.6,0.608777167
1216,NO,96.8,106.9,46.9,53.2,19.6,20.5,31.9,33.9,29.8,42.3,46.7,53.9,31.4,34.1,-14.1,2015,NO,SMALL,77.3,0.308075704
1217,NO,104.3,107.3,49.4,49.3,18.9,16.6,36.1,27.8,31.7,33.5,47.9,45.4,35.2,36.1,-10.5,2016,NO,MEDIUM,64.3,0.333780123
1218,YES,107.6,92.6,48.5,44.4,19.2,16.7,32.2,28.5,47.7,34.3,47.2,43.2,34.2,31.2,1.6,2015,YES,LARGE,64.8,0.474592303
1219,NO,102.7,117.9,48.1,58.8,16.2,19.5,30,32.7,35.1,49.7,45.8,59.4,34.9,38.2,-17.5,2014,NO,SMALL,69.6,0.191652789
1220,YES,102.6,103.1,51.3,49.7,16.9,17.2,29.4,25.1,27.3,26.1,53,49.9,32.2,32.8,-7.7,2020,NO,MEDIUM,66.3,0.614998838
1221,NO,92.8,103.5,45.1,49.1,20,19.3,26.8,31.8,32.4,38.2,44.1,48.5,31.3,33.3,-16.2,2018,NO,SMALL,69.5,0.120688137
1222,NO,96.1,108.3,44.9,52.8,18.3,20.9,30.5,35.4,41.1,40.3,44.1,48.3,31.5,41.5,-12.9,2014,NO,SMALL,66.4,0.252225049
1223,NO,103.3,114.4,49.7,51.9,17.9,17.8,27.7,31.8,45,41.7,49.4,49.6,33.7,38.4,-13.1,2017,NO,SMALL,74.2,0.209864066
1224,NO,92.3,104.9,45.9,46.6,20.4,18.6,32.2,30.2,36.1,34.9,46.2,45.6,30.3,33.1,-13.7,2016,NO,SMALL,66.4,0.21658933
1225,NO,97.6,105.8,49.6,51.4,19.4,18.8,30.3,30.3,37.9,35.2,47.2,52.5,36.5,32.7,-11.7,2013,NO,SMALL,68,0.33778769
1226,YES,108.6,104.3,51.3,47.6,17.2,12.4,32.3,26.7,33.7,33.6,46.8,48.2,40.9,31.1,-5.3,2014,NO,LARGE,63.8,0.484032543
1227,NO,95.1,105.3,45.5,50.7,20.5,21,28.4,30.9,33.4,43.1,43.5,49.5,33.3,35.5,-14.1,2013,NO,SMALL,64.6,0.264529596
1228,NO,107,105.3,52,53.9,18,20.9,24.9,29.5,35.7,35.7,48.4,54.9,37.9,34.8,-9.7,2019,NO,MEDIUM,71.9,0.35860797
1229,YES,108.8,98,51.1,50.8,18.2,19.7,31.8,29.5,36.4,32.2,52.5,48.4,32.2,36.7,-2.9,2018,NO,LARGE,67.8,0.510405273
1230,YES,105.6,100.8,51.7,50.5,18,20.2,32.3,29,41.6,30.9,50.7,50.5,35.6,33.7,0.4,2016,YES,LARGE,67.3,0.700700943
1231,NO,104.1,112.9,50.4,49.6,17.1,16.3,26.8,33.9,40.1,36.1,50.2,49.3,33.7,33.6,-9.7,2015,NO,SMALL,65,0.407805611
1232,YES,105.9,110.9,53.9,53.8,16.6,19.6,27.2,33.3,35.5,32.3,50.9,54.7,40.8,34.8,-6.8,2015,NO,MEDIUM,62.7,0.447909352
1233,NO,93.7,106.8,44.5,50,18.2,20.9,27.4,35,38.4,39.3,43.2,51.3,31.2,31.5,-13.5,2013,NO,SMALL,68.6,0.348518665
1234,NO,99.4,110.6,49.6,53.6,18.8,18.4,29.2,30.5,28.7,33.1,46.7,50.3,36.2,39,-12.1,2019,NO,SMALL,68.3,0.444985095
1235,YES,108.9,95.6,49.9,49,19.5,17.5,35.7,25.4,37.6,36.1,49.6,48,33.8,34.1,2.7,2017,YES,LARGE,68.9,0.541710269
1236,YES,97.7,104.3,52.6,49.8,19.2,19.6,21.9,27.6,25.3,40.5,53,51,34.6,31.6,-13,2020,NO,MEDIUM,65.5,0.357379166
1237,NO,94,102.6,48.2,48,22.6,19.2,29,31.9,37.4,36.6,48.6,46.4,31.3,33.7,-11.5,2015,NO,SMALL,65.1,0.354772388
1238,YES,108.3,99.1,55.3,48,18.9,19.7,26.8,27.9,37.2,33.1,54.3,46.5,37.9,34.2,-2.1,2017,NO,LARGE,71.4,0.661769181
1239,NO,90.6,111.3,47.3,55.3,19.8,20.8,24.1,33.9,28.3,44.7,42,55.2,37.8,37,-16.8,2015,NO,SMALL,64,0.138010507
1240,YES,96.7,103.5,53,47,24.7,17.1,30.7,27.9,32,38.2,52.7,46.8,35.7,31.5,-9.5,2020,NO,MEDIUM,69.4,0.553930914
1241,YES,101.6,102,49.6,48.6,18.9,18.9,30.4,29.2,38.7,34.1,47.2,48.1,35.6,33.1,-5.5,2015,NO,MEDIUM,66.8,0.444447547
1242,YES,98.4,101,49.7,46,18.7,17.1,27.2,23.7,36.1,42.6,45.9,45.6,37.4,31.1,-8.1,2015,NO,MEDIUM,64.2,0.517575722
1243,YES,97.6,105.7,46.1,50,16.1,19.6,26.9,32.3,26.2,29.4,41.7,47.5,35.3,36.7,-9.6,2021,NO,SMALL,69.6,0.466547628
1244,NO,84.3,112.2,40,52.4,19,18.9,27.8,31.6,25.5,39.2,37.7,52.6,29,34.7,-21.7,2019,NO,SMALL,71.6,0.189355981
1245,YES,110.6,94.7,49.3,46.4,15.7,19.5,27.6,35.4,35.7,33.3,48.2,44.9,34.5,32.6,2.3,2015,YES,LARGE,67,0.582129244
1246,NO,94.8,102.3,45.6,46.4,20.2,20.1,31.8,30.9,43.8,45.5,45.6,44.5,30.4,33.9,-12.6,2015,NO,SMALL,69.6,0.300021562
1247,YES,112.3,97.5,52,50.7,16.6,17.6,30.4,24.4,32.6,28,50.6,49.4,36.7,35.1,1,2021,YES,LARGE,64.7,0.562738863
1248,NO,105.1,112,49.5,57,17.2,15.5,28.5,26.4,35.2,33.5,48.8,54.7,34.2,40.1,-17.9,2018,NO,MEDIUM,68.6,0.144916251
1249,YES,99.6,101.2,50.2,50.3,23.7,22.4,36.1,32.6,42.8,34.7,51.6,51.8,30.7,31.9,-6.3,2017,NO,MEDIUM,67.7,0.610144017
1250,NO,105.7,97.9,47.8,47.4,18.4,15.4,32.7,28.5,34.4,37.9,48,46.2,31.5,33.2,-4.5,2014,NO,LARGE,66.2,0.451477734
1251,YES,107.8,95.2,48.4,46.8,18.8,15.4,34.8,24.8,40.5,35.7,43.9,44.3,38.6,35.3,0.7,2016,YES,LARGE,69.9,0.568550715
1252,YES,98.8,106.4,46.8,53.1,18,23.5,27.6,30,35.1,44.2,46.1,51.1,32.4,37.8,-10.6,2020,NO,SMALL,70.3,0.431405806
1253,NO,102.4,106.3,46.8,51.9,19.8,16.2,34.6,31.3,39.4,43.1,44.3,50.7,34.2,36.1,-10.7,2015,NO,MEDIUM,61.9,0.305974387
1254,NO,88.2,109.9,44.3,54.1,24.7,19.1,32.4,34.5,33.2,40.1,44.9,53.1,28.3,37.2,-18.1,2018,NO,SMALL,70.5,0.118941573
1255,NO,96.6,102.5,46.5,50.5,20.7,19.2,30.7,28.7,34.7,44.7,47.5,48.5,29.8,35.5,-11.4,2018,NO,MEDIUM,66.8,0.379751734
1256,YES,101,106.1,48.2,51.8,18.8,20.1,32.5,27.4,34,37.6,47,53.1,33.7,33.3,-9.4,2018,NO,MEDIUM,68.1,0.486836424
1257,NO,93.1,107.1,44.5,54.9,20.8,20.3,31.8,29.2,41.6,38.4,44.2,53.2,30.1,38.6,-16.7,2015,NO,SMALL,67.2,0.172798854
1258,YES,97.7,98.9,48.7,45.8,19.2,16.8,27.3,23.3,35.9,37,49.2,45.4,31.8,31.1,-9.3,2020,NO,MEDIUM,69.2,0.46625522
1259,YES,98.7,104.5,46.7,50.2,16.8,15.1,29.5,21.7,36.6,34.5,45,48.6,33.2,35.3,-7.6,2016,NO,MEDIUM,68.1,0.517790346
1260,YES,99.3,98.2,48.7,48.5,21.7,21.4,34.2,28,39.5,48.7,48.3,45.4,33.1,35,-7.2,2017,NO,MEDIUM,68.5,0.606666053
1261,NO,99.9,110.1,49.8,53.3,19.2,21.1,30.1,34.1,37.9,45.4,49.2,51,34,38.9,-14.1,2015,NO,SMALL,66.8,0.343360607
1262,NO,95.5,108.7,49,52.6,20.7,20.8,26.9,35.2,30,45,44.9,50.5,36.9,37.5,-18.1,2015,NO,SMALL,67,0.105609032
1263,NO,80,120.8,43.6,55,24.2,14.9,18.1,35.8,24.7,32.6,38.3,55.7,32.9,35.8,-17.5,2021,NO,SMALL,72.3,0.066649309
1264,YES,102.1,94.2,52.8,44.4,18.1,18.1,30,25.1,28.4,35.4,52.3,42.3,35.8,32.4,-3.6,2013,NO,LARGE,60.8,0.677607758
1265,YES,99.6,110.7,49.9,52.9,17.8,18.2,22.5,28.8,35.5,38.1,44.7,52.4,38.9,35.9,-6.3,2016,NO,SMALL,68.3,0.551323731
