Ob,X500.Level,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,WAB,YEAR,NCAA,Power.Rating,Adjusted.Tempo
1059,NO,98.1,110.7,50.5,54.6,19,18.7,29.5,33.5,26.1,34.6,48.3,52.4,36.5,38.9,-12.3,2021,NO,SMALL,67
1060,NO,90.4,114.7,43.2,54.1,22.5,18.4,27.2,32.2,38.6,38.3,41.9,51.2,30.8,40,-16,2021,NO,SMALL,67.9
1061,NO,99.9,108.2,52,49.6,17.3,15.7,19.8,28.3,36.3,29.2,53.6,47.5,33,36,-5.6,2021,NO,SMALL,71.8
1062,NO,99.4,107.9,50.3,52.6,18.3,18.5,26.4,31.5,26.1,35.2,48.8,52.1,35.6,35.7,-8.4,2021,NO,SMALL,69
1063,NO,98.9,94.3,46.1,48,22.1,20.1,31.8,31.6,23.7,35.3,45.7,49.1,31.5,30.9,-5.8,2021,NO,LARGE,70.2
1064,NO,92.8,110.3,48.5,53.9,19.7,20.1,23.7,32.9,28.4,30.4,48.5,54.6,32.4,35.2,-13.5,2021,NO,SMALL,70.8
1065,NO,90.3,104.2,45.8,52.2,20.6,17.1,24.1,25.2,30.6,32.7,46.7,54.4,29.4,31.8,-15.4,2021,NO,SMALL,69.3
1066,NO,97.3,113.7,49.3,53.9,23.9,15.4,28.9,28.5,32.4,28.8,46.8,51.7,36,38.2,-13.3,2021,NO,SMALL,71.4
1067,NO,90.2,108.5,46.9,51.7,23.8,19.3,24.6,29.3,34.8,31.2,45.1,51.7,33.3,34.4,-15.9,2021,NO,SMALL,69.5
1068,NO,97.4,104,50.6,49.4,21,17.8,23.3,31.3,37.7,34.9,49,48.2,35.9,34.2,-9.3,2021,NO,MEDIUM,73.9
1069,NO,102,100.7,49,54.5,20,17.9,26.2,25.9,28.5,32.1,45.9,52.8,35.1,38.3,-7.1,2021,NO,MEDIUM,66.8
1070,NO,99.8,111.9,48.3,53.3,18.3,17.2,26.2,26.7,29,36,46.2,53.6,35.3,35.3,-14.1,2021,NO,SMALL,67.9
1071,NO,91.2,111.9,48.7,54.1,22.6,18.6,25.7,31.2,28.1,28.2,47.9,55.7,33.3,34.3,-15,2021,NO,SMALL,72.7
1072,NO,101.6,109.8,48.6,51.6,16.1,18.9,26.5,31.5,37.1,31.7,47.2,53.9,34,30.9,-8,2021,NO,SMALL,69.9
1073,NO,101.4,107.9,49.7,53.7,18.3,15.2,29.2,25.9,28.7,29.9,50.9,53.4,31.9,36.2,-7.8,2021,NO,MEDIUM,65.4
1074,NO,94.1,107.2,45.9,52.3,16.2,20.9,24.1,29.2,34.2,29.4,46,53.8,30.5,33.2,-9.8,2021,NO,SMALL,68
1075,NO,91.7,102.4,42.6,47.9,20.7,22.3,31.9,29.5,35.5,46.8,44.4,47.1,26.4,33,-11.2,2021,NO,SMALL,67.1
1076,NO,91.2,106.6,46.7,52.9,23.1,22.2,32.6,28.3,35.2,41.7,47.3,53.3,30.3,34.9,-13.1,2021,NO,SMALL,65.6
1077,NO,99.1,110.5,48.7,54,17.9,18.2,26.6,32.2,36.2,27.5,48.8,53.6,32.2,36.4,-12.4,2021,NO,SMALL,72.3
1078,NO,93.6,104.3,48.2,50.4,19.1,21.2,22.7,31.9,25.1,34,46.5,47.9,34,36.5,-16.1,2021,NO,SMALL,67.3
1079,YES,105.4,97.8,50,50.9,16.3,19.9,24.3,25.6,34.2,33.4,50.9,51,32.6,33.8,-3.5,2021,NO,LARGE,71.7
1080,NO,96.6,106.1,49,52.7,19.1,18.9,25.2,25.2,30.5,35.1,47.3,56.5,34.4,30.5,-8,2021,NO,SMALL,72
1081,NO,89.1,101.5,48.6,47.9,23.8,21.4,30.2,31.8,29.8,33.9,49.2,50.8,31.4,28.5,-8.8,2021,NO,SMALL,68.3
1082,NO,91.6,106,45.5,52,20.9,19.7,24.7,32.6,35.4,36.5,45.9,53.9,29.7,32.5,-10.1,2021,NO,SMALL,72.9
1083,NO,93.2,112.5,45.6,57.3,21,20.6,28.7,32.9,28.3,36.5,43.3,58.2,33.2,37.4,-12.7,2021,NO,SMALL,67.6
1084,NO,91.3,111.6,45.4,55.3,21.8,22,30.8,29.8,41,37.9,46.5,56.3,29.2,35.9,-14.4,2021,NO,SMALL,69.1
1085,NO,95.3,102.8,47.3,49.9,19.3,20.9,32.9,28.5,31.2,28.4,50.1,50.9,28.7,32,-7.5,2021,NO,SMALL,73.5
1086,NO,92.8,101.3,51.4,48,19.9,21.8,20.8,31.6,31,33,54.1,46.1,31.7,34.4,-7.6,2021,NO,SMALL,66.2
1087,YES,90.4,101.5,43,48.1,19,24.1,30,34.1,37.7,43.5,44.7,48.5,26.7,31.6,-7.8,2021,NO,SMALL,70.5
1088,NO,100.4,101.6,45.1,51.7,20.8,17.8,33.8,26.5,34.5,33.5,43.3,51.5,32.4,34.6,-6,2021,NO,MEDIUM,67.2
1089,NO,99.8,111.7,48.4,54.3,16.7,18.7,24.3,28.9,31.7,32.4,47.2,54.2,33.5,36.4,-9.9,2021,NO,SMALL,70.5
1090,NO,91.9,99.6,46.9,44.2,19.4,17.2,21.2,27.8,35.4,32.7,45.7,43.7,32.4,30.1,-11.2,2021,NO,SMALL,71.7
1091,NO,96.3,106.4,45.8,52.4,18.6,20.1,32,28.2,38.3,34.1,46.7,51.7,29,35.4,-11.9,2021,NO,SMALL,66.4
1092,NO,101.6,110.9,51.9,53,19.5,19.3,28.7,33.2,31.1,33.9,49.4,54.8,37.5,33.5,-12,2021,NO,SMALL,71
1093,NO,108.5,93.3,47.1,46.7,19.8,17.9,32.6,30.5,34.5,29.7,45.5,46.6,33.7,31.2,-3.9,2021,NO,LARGE,68.3
1094,NO,105.1,110,53.2,57.4,17.2,18.3,19.1,24.1,25.4,34.3,50,55.7,37.7,41,-10.4,2021,NO,MEDIUM,62.3
1095,NO,94.8,108.5,49.3,51.9,20,18.7,28.8,29.6,25.7,31,49.7,50.3,32.4,36.3,-13.8,2021,NO,SMALL,69.1
1096,YES,92.1,104.1,47.7,48.7,20.3,18.8,28.6,29.6,24,26.7,51,49.5,28.9,31.5,-6.6,2021,NO,SMALL,71
1097,YES,96.5,102.6,48.2,53,20.4,23.4,26.9,27.6,36.4,40.6,48.3,52.6,31.9,35.8,-5.9,2021,NO,MEDIUM,69.5
1098,YES,95.8,106.7,45.3,49.5,16.3,17.9,27.3,22,32.8,39.2,44,48.6,31.8,34.1,-7.6,2021,NO,SMALL,66.4
1099,YES,98.9,103.4,48.6,52.1,18.4,23.4,19.3,31.7,38.1,45.5,45.6,50,37.4,36.3,-7.6,2021,NO,MEDIUM,64.6
1100,NO,101.3,107.9,49.5,52.6,15.3,18.6,24.3,26.8,33.2,35,49.7,49.9,32.9,37.9,-8.8,2021,NO,MEDIUM,69.6
1101,NO,102.7,101.1,51.3,48.9,19.7,17.2,27.8,30.5,28.7,35.7,51.4,50.4,34.2,31,-7.5,2021,NO,MEDIUM,70.8
1102,NO,103.4,98.1,49.2,47.9,19.7,17.5,30,26.7,38.9,33.5,50.3,46.8,31.2,33,-6.8,2021,NO,LARGE,69.4
1103,NO,97.3,107.7,52.3,51.4,22.3,21.2,29.3,32,33.1,38.4,52.8,52.6,33.9,32.5,-12.6,2021,NO,SMALL,72.5
1104,NO,96,99.4,47.2,50.3,18,17.8,20.9,26.3,26.1,28.8,48.9,50.2,29.7,33.6,-11.6,2021,NO,MEDIUM,67.1
1105,YES,92.7,105,45.4,52,18.6,24,27.6,35.8,35.8,31.2,45.4,50.5,30.4,36.3,-7,2021,NO,SMALL,71.7
1106,YES,101.2,98.5,49,48.5,20,21.7,26.5,32.1,33.1,35.1,51.6,46.6,30,34.1,-5.3,2021,NO,MEDIUM,65.9
1107,NO,96.1,109.9,49.5,49.2,18.2,17.9,22.2,31.9,28.6,35.4,49.3,48.3,33.2,33.8,-12.1,2021,NO,SMALL,70.6
1108,NO,105.1,98.3,51.3,49.8,16.9,19.9,24.8,24.7,21.4,39.9,51.5,50.1,34,32.6,-6.1,2021,NO,LARGE,68.5
1109,NO,113.4,102.6,53.9,50.8,15.7,12.7,22,29.7,25.9,19.7,52.9,48.5,36.8,36.6,-3.6,2021,NO,LARGE,67.3
1110,NO,104.6,105.5,52.4,48.6,17.5,18.2,26.6,28.1,30,36.5,51,46.9,36.1,34.1,-11,2021,NO,MEDIUM,66.6
1111,NO,96.4,105.3,50.4,50.7,22.4,20.1,31.1,28,37.7,27.8,52.2,49.7,31.3,34.9,-11.9,2021,NO,SMALL,67.2
1112,NO,99.4,106.7,51.8,54.1,19.5,15.9,22.6,24.5,32.2,28.5,53.2,54.6,33.2,35.6,-11.6,2021,NO,MEDIUM,70.6
1113,NO,92.7,103.9,44.4,51.3,21.4,18,28.3,26.4,33.1,30.5,46,49.1,28.1,36.5,-13.1,2021,NO,SMALL,68.4
1114,YES,99.3,102.1,52,46,19.5,17.8,28,27.1,37.2,24.7,52.2,44.8,34.4,32.4,-3.7,2021,NO,MEDIUM,65.7
1115,YES,88.2,96.1,44.7,43.8,21.6,22,28.9,26.6,42.2,41.2,42,43.1,34,30.3,-3.7,2021,NO,SMALL,68.9
1116,YES,108.3,108.8,55.1,54.2,16.8,18.5,27.2,29.1,25.3,22.4,52.2,53.4,39.1,36.8,-6.8,2021,NO,MEDIUM,67.4
1117,YES,102.5,97.9,48.4,49.6,20.5,18.6,29.1,25.3,33,37.8,49.4,49.2,31.1,33.6,-2.9,2021,NO,LARGE,71
1118,YES,107.6,99.3,50.5,50.2,17.9,17.6,23.2,27.4,32.7,34.3,51.5,55.4,32.5,27.8,-4.2,2021,NO,LARGE,71.2
1119,NO,110.8,98.5,53.1,51.2,18.4,19.6,23.6,29.5,28.8,27.3,53,49.6,35.5,36,-3.9,2021,NO,LARGE,67.6
1120,NO,103.5,103.4,50.7,51.9,19.6,17.7,28.8,25,21.4,33.7,49.8,48.1,34.6,37.9,-7.7,2021,NO,MEDIUM,66
1121,NO,97.9,104,49.8,51.7,19.8,20.6,28.1,26.9,31.5,33.8,48.6,56.1,34.6,31,-12.5,2021,NO,MEDIUM,65.2
1122,NO,85,117.2,41.3,60.1,21.8,16.2,16.6,37.9,25.4,32.8,43.9,60.6,25.1,39.5,-5.8,2021,NO,SMALL,70.5
1123,YES,98.9,105.3,49.7,49.7,17.8,18.8,24.3,26.7,40.3,37.2,50.5,48.5,32,34.4,-7.1,2021,NO,MEDIUM,68.3
1124,YES,102.2,101.4,51.4,49.7,20.4,18.6,31.6,23.3,30.1,38,50.2,47.7,35.4,35.4,-7.3,2021,NO,MEDIUM,68.3
1125,YES,92.3,101.6,47.2,48,23.5,18.1,30.8,26.3,38.7,35.6,48.3,45.1,30.2,36.5,-8.5,2021,NO,SMALL,64.6
1126,YES,106.2,106.2,53.8,50.5,16.9,13.4,22.6,25.7,28.8,23.3,52.4,50.8,37,33.4,-7.5,2021,NO,MEDIUM,70.3
1127,NO,110.5,98.7,51.2,49.6,21.9,18.5,35,31.7,36.2,31.6,53.1,49.9,32.6,32.7,-2.2,2021,NO,LARGE,71
1128,YES,107.5,107.6,55.9,55.8,17.5,23.3,26.4,28.6,28.4,28.2,55.9,52.4,37.1,39.5,-4.8,2021,NO,MEDIUM,64.5
1129,YES,104.5,103.6,48.1,51.5,13.7,19.1,30.3,29.2,28.9,30.1,48.4,51.7,31.8,34.1,-5.5,2021,NO,MEDIUM,70.5
1130,YES,108.4,107.6,53.7,52.9,15.9,18.1,22.9,27.8,35.3,33.9,53.9,54.4,35.7,33,-5.2,2021,NO,MEDIUM,69.4
1131,YES,106.7,105.9,53.2,49.5,15.4,15.4,21.7,24.4,33.1,35.3,50.5,47.3,39.1,35.4,-7.3,2021,NO,MEDIUM,69.2
1132,YES,109.5,94.8,50,49.4,18.9,19.2,29.7,29.8,35.7,27.3,51.1,46.6,32.1,36.6,-1,2021,NO,LARGE,67.1
1133,YES,104.3,106.9,50.4,54.8,21.2,22.3,35.7,29.6,29.4,32.9,50.6,54.5,33.3,36.9,-10.4,2021,NO,MEDIUM,66.9
1134,YES,103.8,93.6,51.4,48.3,21,20.3,25.1,28.7,36.5,27,52.8,46.9,32.2,33.6,-2.4,2021,NO,LARGE,69.4
1135,NO,107.4,95.7,45,49.7,15.5,19,29,31.3,36.7,34.3,46.7,48.3,28.4,35.2,-1.1,2021,NO,LARGE,70.5
1136,YES,100,100.2,50.3,46.5,18.8,17.9,25.8,24.3,36.6,25.6,49.8,44.5,34.1,32.9,-3.8,2021,NO,MEDIUM,68.2
1137,YES,102.5,97.5,52.5,45.8,17.6,16.4,26.1,23.8,22,28.6,50.3,44.7,36.9,31.9,-4.7,2021,NO,LARGE,66.8
1138,YES,101.5,97.9,48.9,51.5,18.3,21.7,25.3,27.4,36.3,28.3,47.9,52.6,33.8,33.1,-3.9,2021,NO,LARGE,67
1139,YES,106.2,104.9,49.4,50.9,15.7,18.1,26.5,26.9,23.7,38.3,49.2,49.8,33.1,35.1,-6.4,2021,NO,MEDIUM,71.9
1140,YES,103.3,106,52.6,51.8,21.1,17.1,26.7,26.8,26.3,22,51.2,50.7,36.1,35.8,-7.6,2021,NO,MEDIUM,69.7
1141,YES,103.3,102.6,53.7,46.5,20.6,17,29.1,29.7,34.6,27,51.5,48.6,37.9,28.9,-3.9,2021,NO,MEDIUM,74
1142,YES,100.8,99.4,48.6,50,18.5,19.4,27.9,25.7,31.3,29.4,50.6,47.5,29.4,35.6,-3.1,2021,NO,MEDIUM,67.5
1143,YES,104,100.8,50.8,49.6,19.3,17.6,34.2,28.6,28.1,27.9,51.3,47.5,33.5,35.3,-2.8,2021,NO,MEDIUM,69.7
1144,YES,104.8,103.1,54.9,52,18.9,18.6,25.5,28,24.3,25.4,56.6,52.2,35.6,34.5,-4.8,2021,NO,MEDIUM,65.8
1145,YES,106.4,91.5,48.9,48.6,20.4,22.7,34.8,27.2,34.4,33,50.6,45.8,29.9,35.7,-1.3,2021,NO,LARGE,65.1
1146,YES,110.7,98.3,50.4,52.6,16.8,21.9,29.2,30.5,28.6,31.8,49.8,53.3,34.4,34.2,-0.6,2021,NO,LARGE,73.8
1147,YES,94.9,101,50.3,47.3,19.4,25.7,30.9,31.4,26.9,46.3,53,47.1,30.4,31.8,-3.2,2021,NO,MEDIUM,68.9
1148,YES,105.3,104.2,51.3,48.8,16.8,19.7,30.9,32.5,32.6,34.6,51,47.2,34.5,34.1,-3.3,2021,NO,MEDIUM,70.8
1149,YES,108.6,105.6,56.5,51.2,17.3,15.3,24,21.1,38,26.3,53.9,49.9,40.9,35.5,-3.2,2021,NO,MEDIUM,71.3
1150,YES,103.2,86.3,50.4,43.9,22.4,22.4,33.7,24.9,34.2,36.1,48.8,45.9,35.4,27.1,-1,2021,NO,LARGE,72.3
1151,YES,101.9,107.1,50.8,49.7,17.7,19.3,26.4,33,31,24.6,49.4,49.1,35.1,33.5,-8.2,2021,NO,MEDIUM,66.8
1152,YES,113.1,96.9,50.5,49.2,17.2,18,34.3,24.4,41.8,32.4,48.1,48,37.2,34.1,-0.6,2021,NO,LARGE,68.1
1153,YES,98,104.1,51,49.2,17.6,20.6,28.6,28,27.8,34.4,53,47.6,31.8,34.8,-4.1,2021,NO,MEDIUM,71.8
1154,YES,102.9,101.1,50.4,51.9,15.9,18.8,22.6,25.1,28.1,23.4,48.6,52.2,35.4,34.3,-4.3,2021,NO,MEDIUM,66.8
1155,YES,106.6,105.9,52.4,51.7,16,17,29.2,23.9,39.4,31.2,54,50.4,33.4,35.8,-1.7,2021,NO,MEDIUM,70.3
